segundo,estado,sub_estado,avg_velocity,min_velocity,max_velocity,velocity_variance,v_diff,car_mean_velocity,truck_mean_velocity,car_velocity_variance,truck_velocity_variance,avg_gap,min_gap,median_gap,vehicles_stopped,vehicles_cruising,vehicles_braking,vehicles_accelerating,cumulative_throughput,near_collisions,hard_brakes
1,ESTABILIZANDO,,0.74,0.4,0.75,0.0,0.35,0.75,0.4,0.0,0,78.54,71.58,78.78,30,0,0,29,0,0,0
2,ESTABILIZANDO,,1.48,0.8,1.5,0.02,0.7,1.5,0.8,0.0,0,78.54,71.04,78.78,1,0,0,29,0,0,0
3,ESTABILIZANDO,,2.22,1.2,2.25,0.04,1.05,2.25,1.2,0.0,0,78.54,70.15,78.78,0,0,0,29,0,0,0
4,ESTABILIZANDO,,2.95,1.6,3.0,0.06,1.4,3.0,1.6,0.0,0,78.54,68.91,78.78,0,0,0,29,0,0,0
5,ESTABILIZANDO,,3.69,2.0,3.75,0.1,1.75,3.75,2.0,0.0,0,78.54,67.31,78.78,0,0,0,29,0,0,0
6,ESTABILIZANDO,,4.43,2.4,4.5,0.14,2.1,4.5,2.4,0.0,0,78.54,65.37,78.78,0,0,0,29,0,0,0
7,ESTABILIZANDO,,5.17,2.8,5.25,0.19,2.45,5.25,2.8,0.0,0,78.54,63.08,78.78,0,0,0,29,0,0,0
8,ESTABILIZANDO,,5.91,3.2,6.0,0.25,2.8,6.0,3.2,0.0,0,78.54,60.44,78.78,0,0,0,29,0,0,0
9,ESTABILIZANDO,,6.65,3.6,6.75,0.32,3.15,6.75,3.6,0.0,0,78.54,57.44,78.78,0,0,0,29,0,0,0
10,ESTABILIZANDO,,7.38,4.0,7.5,0.39,3.5,7.5,4.0,0.0,0,78.54,54.1,78.78,0,0,0,29,0,0,0
11,ESTABILIZANDO,,8.12,4.4,8.25,0.48,3.85,8.25,4.4,0.0,0,78.54,50.41,78.78,0,0,0,29,0,0,0
12,ESTABILIZANDO,,8.86,4.8,9.0,0.57,4.2,9.0,4.8,0.0,0,78.54,46.37,78.78,0,0,0,29,0,0,0
13,ESTABILIZANDO,,9.6,5.2,9.75,0.67,4.55,9.75,5.2,0.0,0,78.54,41.97,78.78,0,0,0,29,0,0,0
14,ESTABILIZANDO,,10.34,5.6,10.5,0.77,4.9,10.5,5.6,0.0,0,78.54,37.23,78.78,0,0,0,29,0,0,0
15,ESTABILIZANDO,,11.07,6.0,11.25,0.89,5.25,11.25,6.0,0.0,0,78.54,32.14,78.78,0,0,0,29,0,0,0
16,ESTABILIZANDO,,11.81,6.4,12.0,1.01,5.6,12.0,6.4,0.0,0,78.54,26.7,78.78,0,0,0,29,0,0,0
17,ESTABILIZANDO,,12.55,6.8,12.75,1.14,5.95,12.75,6.8,0.0,0,78.54,20.9,78.78,0,0,0,29,0,0,0
18,ESTABILIZANDO,,13.29,7.2,13.5,1.28,6.3,13.5,7.2,0.0,0,78.54,14.76,78.78,0,0,0,29,0,0,0
19,ESTABILIZANDO,,14.03,7.6,14.25,1.42,6.65,14.25,7.6,0.0,0,78.54,8.27,78.78,0,0,0,29,0,0,0
20,ESTABILIZANDO,,14.77,8.0,15.0,1.58,7.0,15.0,8.0,0.0,0,78.54,1.43,78.78,0,0,0,29,0,1,0
21,ESTABILIZANDO,,15.5,8.4,15.75,1.74,7.35,15.75,8.4,0.0,0,78.54,-5.77,78.78,0,0,0,29,0,11,0
22,ESTABILIZANDO,,16.24,8.8,16.5,1.91,7.7,16.5,8.8,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
23,ESTABILIZANDO,,16.98,9.2,17.25,2.09,8.05,17.25,9.2,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
24,ESTABILIZANDO,,17.72,9.6,18.0,2.27,8.4,18.0,9.6,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
25,ESTABILIZANDO,,18.46,10.0,18.75,2.47,8.75,18.75,10.0,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
26,ESTABILIZANDO,,19.2,10.4,19.5,2.67,9.1,19.5,10.4,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
27,ESTABILIZANDO,,19.93,10.8,20.25,2.88,9.45,20.25,10.8,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
28,ESTABILIZANDO,,20.67,11.2,21.0,3.09,9.8,21.0,11.2,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
29,ESTABILIZANDO,,21.41,11.6,21.75,3.32,10.15,21.75,11.6,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
30,ESTABILIZANDO,,22.15,12.0,22.5,3.55,10.5,22.5,12.0,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
31,ESTABILIZANDO,,22.89,12.4,23.25,3.79,10.85,23.25,12.4,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
32,ESTABILIZANDO,,23.63,12.8,24.0,4.04,11.2,24.0,12.8,0.0,0,162.32,78.78,78.78,0,0,0,29,0,19,0
33,ESTABILIZANDO,,24.36,13.2,24.75,4.3,11.55,24.75,13.2,0.0,0,162.32,78.78,78.78,0,7,0,29,0,19,0
34,ESTABILIZANDO,,25.1,13.6,25.5,4.56,11.9,25.5,13.6,0.0,0,162.32,78.78,78.78,0,7,0,29,0,19,0
35,ESTABILIZANDO,,25.68,14.0,26.25,4.79,12.25,26.09,14.0,0.08,0,162.32,78.44,78.78,0,7,0,22,0,19,0
36,ESTABILIZANDO,,26.25,14.4,27.0,5.2,12.6,26.66,14.4,0.37,0,162.32,77.35,78.78,0,7,0,22,0,19,0
37,ESTABILIZANDO,,26.81,14.8,27.75,5.81,12.95,27.22,14.8,0.87,0,162.32,75.51,78.78,0,7,0,22,0,19,0
38,ESTABILIZANDO,,27.37,15.2,28.5,6.63,13.3,27.79,15.2,1.57,0,162.32,72.93,78.78,0,7,0,22,0,19,0
39,ESTABILIZANDO,,27.94,15.6,29.25,7.64,13.65,28.36,15.6,2.47,0,162.32,69.59,78.78,0,29,0,22,0,19,0
40,ESTABILIZANDO,,28.5,16.0,30.0,8.85,14.0,28.93,16.0,3.59,0,162.32,65.5,78.78,0,29,0,22,0,19,0
41,ESTABILIZANDO,,28.51,16.4,30.0,8.53,13.6,28.93,16.4,3.59,0,162.32,61.08,78.78,0,29,0,0,0,19,0
42,ESTABILIZANDO,,28.53,16.8,30.0,8.21,13.2,28.93,16.8,3.59,0,162.32,56.65,78.78,0,29,0,0,0,19,0
43,ESTABILIZANDO,,28.54,17.2,30.0,7.9,12.8,28.93,17.2,3.59,0,162.32,52.23,78.78,0,29,0,0,0,19,0
44,ESTABILIZANDO,,28.55,17.6,30.0,7.6,12.4,28.93,17.6,3.59,0,162.32,47.8,78.78,0,29,0,0,0,19,0
45,ESTABILIZANDO,,28.57,18.0,30.0,7.32,12.0,28.93,18.0,3.59,0,162.32,43.38,78.78,0,29,0,0,0,19,0
46,ESTABILIZANDO,,28.58,18.4,30.0,7.04,11.6,28.93,18.4,3.59,0,162.32,38.95,78.78,0,29,0,0,0,19,0
47,ESTABILIZANDO,,28.59,18.8,30.0,6.77,11.2,28.93,18.8,3.59,0,162.32,34.53,78.78,0,29,0,0,0,19,0
48,ESTABILIZANDO,,28.61,19.2,30.0,6.52,10.8,28.93,19.2,3.59,0,162.32,30.1,78.78,0,29,0,0,0,19,0
49,ESTABILIZANDO,,28.62,19.6,30.0,6.27,10.4,28.93,19.6,3.59,0,162.32,25.68,78.78,0,29,0,0,0,19,0
50,ESTABILIZANDO,,28.63,20.0,30.0,6.04,10.0,28.93,20.0,3.59,0,162.32,21.25,78.78,0,29,0,0,0,19,0
51,ESTABILIZANDO,,28.65,20.4,30.0,5.81,9.6,28.93,20.4,3.59,0,162.32,16.83,78.78,0,30,0,0,0,19,0
52,ESTABILIZANDO,,28.66,20.8,30.0,5.6,9.2,28.93,20.8,3.59,0,162.32,12.4,78.78,0,30,0,0,0,19,0
53,ESTABILIZANDO,,28.67,21.2,30.0,5.39,8.8,28.93,21.2,3.59,0,162.32,7.98,78.78,0,30,0,0,0,19,0
54,ESTABILIZANDO,,28.68,21.28,30.0,5.35,8.72,28.93,21.28,3.59,0,162.32,3.55,78.78,0,30,0,0,0,19,0
55,ESTABILIZANDO,,28.68,21.28,30.0,5.35,8.72,28.93,21.28,3.59,0,162.32,-0.87,78.78,0,30,0,0,0,54,0
56,ESTABILIZANDO,,28.68,21.28,30.0,5.35,8.72,28.93,21.28,3.59,0,581.2,78.78,78.78,0,30,0,0,0,99,0
